,first_accuracy,first_wait,delayed,cancelled
20020,,,0,0
20021,90.0,790.0,0,0
20022,2490.0,553.0,0,0
20023,-173.0,542.0,0,0
20024,,,0,0
20025,-40.0,48.0,0,0
20026,-238.0,504.0,0,0
20027,,,0,0
20028,120.0,145.0,0,1
20029,,,0,0
20030,-341.0,161.0,0,0
20031,52.0,17.0,0,0
20032,-146.0,73.0,0,0
20033,38.0,1280.0,0,0
20034,,,0,0
20035,-76.0,246.0,0,0
20036,-15.0,307.0,0,0
20037,,,0,0
20038,-156.0,748.0,0,0
20039,1054.0,523.0,0,0
20040,1054.0,523.0,0,0
20041,,,0,0
20042,0.0,1518.0,0,0
20043,-108.0,34.0,0,0
20044,,,0,0
20045,,,0,0
20046,,,0,0
20047,432.0,194.0,1,0
20048,2426.0,0.0,0,0
20049,3672.0,1906.0,1,0
20050,50.0,620.0,0,0
20051,242.0,0.0,0,0
20052,,,0,0
20053,57.0,114.0,0,0
20054,30.0,185.0,0,0
20055,325.0,274.0,1,0
20056,,,0,0
20057,661.0,0.0,0,0
20058,9.0,716.0,0,0
20059,-511.0,682.0,0,0
20060,,,0,0
20061,-38.0,9382.0,0,0
20062,-63.0,97.0,0,0
20063,,,0,0
20064,,,0,0
20065,83.0,245.0,0,0
20066,-37.0,0.0,0,0
20067,-245.0,413.0,0,0
20068,,,1,0
20069,-56.0,311.0,0,0
20070,-8.0,0.0,0,0
20071,90.0,0.0,0,0
20072,,,0,0
20073,-38.0,0.0,0,0
20074,,,0,0
20075,,,1,0
20076,,,0,0
20077,711.0,0.0,0,0
20078,269.0,412.0,0,0
20079,428.0,0.0,0,0
20080,,,0,1
20081,349.0,0.0,0,0
20082,,,0,0
20083,154.0,671.0,0,0
20084,,,0,0
20085,,,0,0
20086,2727.0,126.0,1,0
20087,304.0,279.0,0,0
20088,,,0,0
20089,80.0,611.0,0,0
20090,2.0,417.0,1,0
20091,13.0,295.0,0,0
20092,-82.0,321.0,0,0
20093,,,0,0
20094,,,0,0
20095,1996.0,2938.0,1,0
20096,,,0,0
20097,2886.0,460.0,0,0
20098,37.0,114.0,0,0
20099,,,0,0
20100,-93.0,84.0,0,0
20101,,,0,0
20102,65.0,81.0,0,0
20103,,,0,0
20104,,,0,0
20105,,,0,0
20106,-17.0,0.0,1,0
20107,,,0,0
20108,,,0,0
20109,536.0,60.0,0,0
20110,,,0,0
20111,60.0,350.0,0,0
20112,90.0,108.0,0,1
20113,-1459.0,118.0,0,0
20114,-70.0,291.0,1,0
20115,-12.0,99.0,0,0
20116,5413.0,278.0,0,0
20117,-74.0,2744.0,0,0
20118,,,0,0
20119,57.0,227.0,0,0
20120,,,0,0
20121,-40.0,1740.0,1,0
20122,,,0,0
20123,,,0,0
20124,-59.0,0.0,0,0
20125,667.0,45.0,0,0
20126,,,0,0
20127,,,0,0
20128,,,0,0
20129,,,0,0
20130,1.0,574.0,0,0
20131,216.0,73.0,0,0
20132,-425.0,13.0,0,0
20133,1485.0,641.0,0,0
20134,2.0,0.0,0,0
20135,635.0,39.0,0,0
20136,-102.0,330.0,0,0
20137,-128.0,781.0,0,0
20138,177.0,4604.0,0,0
20139,,,0,0
20140,840.0,906.0,0,0
20141,-18.0,0.0,0,0
20142,-10.0,162.0,0,0
20143,,,0,0
20144,,,0,0
20145,247.0,0.0,0,0
20146,5806.0,2223.0,0,0
20147,-88.0,643.0,1,0
20148,51.0,1294.0,1,0
20149,,,0,0
20150,,,0,0
20151,,,0,0
20152,,,0,0
20153,,,1,0
20154,,,0,0
20155,,,0,0
20156,-123.0,138.0,0,0
20157,246.0,101.0,0,0
20158,,,0,0
20159,-53.0,0.0,0,0
20160,,,0,0
20161,-90.0,0.0,0,0
20162,,,0,0
20163,24.0,102.0,1,0
20164,13878.0,198.0,0,1
20165,211.0,0.0,0,0
20166,-158.0,515.0,1,0
20167,,,0,0
20168,,,0,0
20169,,,0,0
20170,,,0,0
20171,,,0,0
20172,,,1,0
20173,200.0,671.0,1,0
20174,29.0,217.0,0,0
20175,,,0,0
20176,-181.0,574.0,0,0
20177,522.0,448.0,1,0
20178,,,0,0
20179,96.0,1550.0,0,0
20180,286.0,931.0,0,0
20181,,,0,0
20182,-201.0,0.0,0,0
20183,,,0,0
20184,,,0,1
20185,,,0,0
20186,-1330.0,168.0,1,0
20187,-245.0,232.0,0,0
20188,878.0,1249.0,0,0
20189,,,0,0
20190,,,0,0
20191,-14.0,23.0,0,0
20192,137.0,0.0,0,0
20193,,,1,0
20194,,,0,0
20195,3200.0,488.0,0,0
20196,-257.0,283.0,1,0
20197,125.0,459.0,0,0
20198,-6.0,0.0,0,0
20199,523.0,1320.0,1,0
20200,,,0,0
20201,,,0,0
20202,-543.0,5851.0,0,0
20203,-216.0,1732.0,0,0
20204,-22.0,0.0,0,0
20205,,,0,0
20206,,,0,0
20207,,,0,0
20208,-119.0,17.0,0,0
20209,981.0,612.0,0,0
20210,,,0,0
20211,1057.0,1155.0,0,1
20212,-154.0,618.0,0,0
20213,-34.0,44.0,1,0
20214,,,1,0
20215,1456.0,1983.0,0,0
20216,-35.0,274.0,0,1
20217,507.0,0.0,0,0
20218,-164.0,700.0,0,0
20219,,,0,0
20220,-96.0,195.0,0,0
20221,,,0,0
20222,,,0,0
20223,,,1,0
20224,-179.0,0.0,0,0
20225,1696.0,0.0,0,1
20226,,,0,0
20227,346.0,76.0,1,0
20228,7.0,433.0,0,1
20229,-91.0,0.0,1,0
20230,,,0,0
20231,135.0,490.0,1,0
20232,-88.0,434.0,0,0
20233,223.0,357.0,0,0
20234,118.0,75.0,0,0
20235,238.0,74.0,1,0
20236,,,1,0
20237,153.0,86.0,0,0
20238,94.0,42.0,0,0
20239,-146.0,152.0,0,1
20240,-58.0,331.0,0,0
20241,-8.0,1027.0,0,0
20242,,,0,0
20243,-429.0,7932.0,0,0
20244,-181.0,284.0,0,0
20245,17.0,46.0,0,0
20246,-22.0,0.0,0,0
20247,-82.0,227.0,0,0
20248,394.0,149.0,0,0
20249,-94.0,253.0,0,0
20250,-1477.0,5074.0,0,0
20251,,,0,0
20252,,,0,0
20253,-21.0,36.0,1,0
20254,10.0,0.0,0,0
20255,,,0,0
20256,,,0,0
20257,,,0,0
20258,-179.0,1.0,0,0
20259,,,0,0
20260,-96.0,352.0,0,0
20261,,,0,0
20262,-3.0,12.0,0,0
20263,18683.0,3942.0,1,0
20264,-13.0,169.0,0,0
20265,,,0,0
20266,,,0,0
20267,-24.0,634.0,0,0
20268,-60.0,298.0,0,0
20269,,,0,0
20270,-4.0,0.0,0,0
20271,,,0,0
20272,25.0,0.0,1,0
20273,-275.0,239.0,0,0
20274,-93.0,382.0,0,0
20275,2.0,44.0,1,0
20276,,,0,0
20277,,,1,0
20278,,,0,0
20279,,,0,0
20280,-54.0,633.0,0,0
20281,-208.0,196.0,1,0
20282,181.0,792.0,0,0
20283,-148.0,2480.0,0,0
20284,-32.0,317.0,0,0
20285,4119.0,4029.0,1,0
20286,,,0,0
20287,,,0,0
20288,-80.0,72.0,0,0
20289,,,0,0
20290,-217.0,620.0,0,0
20291,-148.0,54.0,0,0
20292,140.0,65.0,0,0
20293,,,0,0
20294,,,0,0
20295,,,0,0
20296,-176.0,1242.0,0,0
20297,-127.0,438.0,0,0
20298,5741.0,75.0,1,0
20299,587.0,88.0,0,0
20300,,,1,0
20301,74.0,0.0,1,0
20302,142.0,44.0,0,0
20303,-35.0,112.0,0,0
20304,-75.0,0.0,1,0
20305,,,0,0
20306,-204.0,9.0,0,0
20307,464.0,0.0,0,0
20308,-170.0,0.0,0,0
20309,,,0,0
20310,,,1,0
20311,143.0,115.0,0,0
20312,,,0,0
20313,-42.0,0.0,0,0
20314,,,0,0
20315,,,0,0
20316,1.0,0.0,0,0
20317,11.0,3709.0,0,1
20318,527.0,0.0,0,0
20319,-6.0,0.0,0,0
20320,-268.0,626.0,0,0
20321,-76.0,511.0,1,0
20322,-328.0,725.0,0,0
20323,-83.0,32.0,0,0
20324,5140.0,586.0,0,0
20325,-37.0,0.0,0,0
20326,,,0,0
20327,5.0,235.0,1,0
20328,,,0,0
20329,26.0,190.0,0,0
20330,-34.0,851.0,1,0
20331,,,0,0
20332,2313.0,0.0,0,0
20333,54.0,0.0,0,0
20334,48.0,0.0,0,0
20335,55.0,931.0,0,1
20336,-136.0,645.0,0,0
20337,-65.0,136.0,0,0
20338,527.0,0.0,0,0
20339,,,0,0
20340,1366.0,130.0,0,0
20341,232.0,132.0,0,0
20342,102.0,182.0,0,0
20343,-232.0,282.0,0,0
20344,-85.0,620.0,0,0
20345,,,0,0
20346,-49.0,66.0,1,0
20347,,,0,0
20348,-12.0,0.0,0,0
20349,55.0,247.0,0,0
20350,-17.0,324.0,0,0
20351,211.0,408.0,0,0
20352,,,0,0
20353,,,0,0
20354,,,0,0
20355,-73.0,0.0,0,0
20356,210.0,0.0,0,0
20357,910.0,1005.0,0,0
20358,-29.0,1504.0,0,0
20359,12.0,204.0,0,0
20360,364.0,0.0,1,0
20361,-24.0,5.0,0,0
20362,,,0,0
20363,-75.0,0.0,0,0
20364,,,0,0
20365,,,0,0
20366,,,0,0
20367,-298.0,7149.0,0,0
20368,-142.0,570.0,0,0
20369,-59.0,573.0,0,0
20370,504.0,43.0,0,0
20371,22.0,122.0,0,0
20372,-74.0,472.0,1,0
20373,,,1,0
20374,-94.0,190.0,0,1
20375,-177.0,396.0,1,0
20376,-41.0,363.0,0,0
20377,,,0,0
20378,134.0,68.0,0,0
20379,244.0,21.0,0,0
20380,,,0,0
20381,,,0,0
20382,23.0,513.0,0,0
20383,,,0,0
20384,-185.0,535.0,1,0
20385,-102.0,298.0,0,0
20386,-4.0,0.0,0,0
20387,-144.0,0.0,0,0
20388,,,0,0
20389,,,0,0
20390,338.0,365.0,0,0
20391,,,1,0
20392,,,0,0
20393,970.0,0.0,1,0
20394,,,1,0
20395,-250.0,0.0,0,0
20396,59.0,238.0,1,0
20397,,,0,0
20398,93.0,630.0,0,0
20399,-198.0,865.0,0,1
20400,17.0,0.0,0,0
20401,,,1,0
20402,,,0,0
20403,-277.0,91.0,0,0
20404,,,0,0
20405,,,0,0
20406,9.0,1171.0,0,0
20407,455.0,471.0,0,0
20408,-89.0,429.0,0,0
20409,,,0,0
20410,,,0,0
20411,-81.0,426.0,0,0
20412,,,0,0
20413,,,0,0
20414,-171.0,1031.0,0,0
20415,-141.0,88.0,0,0
20416,1974.0,0.0,0,0
20417,,,0,0
20418,1148.0,674.0,0,0
20419,2469.0,37.0,0,0
20420,1003.0,8325.0,0,0
20421,330.0,328.0,0,0
20422,,,1,0
20423,,,0,0
20424,29.0,383.0,0,0
20425,462.0,140.0,0,0
20426,-214.0,544.0,1,0
20427,186.0,0.0,0,0
20428,,,0,0
20429,-65.0,0.0,0,0
20430,-42.0,829.0,1,1
20431,-15.0,34.0,0,0
20432,96.0,0.0,0,0
20433,-236.0,76.0,0,0
20434,-207.0,440.0,1,0
20435,,,1,0
20436,,,0,0
20437,-52.0,339.0,0,0
20438,175.0,18.0,1,0
20439,168.0,242.0,0,0
20440,,,0,0
20441,,,0,0
20442,,,0,0
20443,-5.0,1778.0,0,0
20444,-27.0,107.0,0,0
20445,,,0,0
20446,,,0,0
20447,,,0,0
20448,34.0,115.0,0,0
20449,-63.0,856.0,0,0
20450,-275.0,0.0,0,0
20451,,,0,0
20452,,,0,0
20453,-168.0,0.0,0,0
20454,30.0,421.0,0,0
20455,,,1,0
20456,198.0,325.0,0,0
20457,,,0,0
20458,-47.0,186.0,0,0
20459,,,0,0
20460,14.0,400.0,1,0
20461,-104.0,0.0,0,0
20462,76.0,0.0,0,0
20463,,,0,0
20464,2796.0,659.0,1,0
20465,,,0,0
20466,-118.0,165.0,0,0
20467,-170.0,46.0,0,0
20468,5.0,49.0,1,0
20469,,,0,0
20470,-135.0,39.0,0,0
20471,382.0,118.0,0,0
20472,-116.0,22.0,0,0
20473,49.0,363.0,0,0
20474,-80.0,226.0,0,0
20475,770.0,1530.0,1,0
20476,141.0,0.0,0,0
20477,,,0,0
20478,19.0,0.0,1,0
20479,-51.0,223.0,0,0
20480,107.0,179.0,1,0
20481,-38.0,307.0,0,0
20482,,,0,0
20483,1317.0,367.0,1,0
20484,,,0,0
20485,254.0,291.0,0,0
20486,34.0,28.0,0,0
20487,850.0,266.0,1,0
20488,-104.0,0.0,0,0
20489,328.0,37.0,1,0
20490,,,0,0
20491,,,0,0
20492,67.0,551.0,0,0
20493,-20.0,70.0,0,0
20494,895.0,1410.0,1,0
20495,843.0,0.0,0,1
20496,,,0,0
20497,-125.0,0.0,0,0
20498,,,0,0
20499,-271.0,614.0,0,0
20500,,,0,0
20501,8.0,0.0,1,0
20502,,,0,0
20503,,,0,0
20504,0.0,388.0,0,0
20505,176.0,845.0,1,0
20506,-60.0,366.0,0,0
20507,,,0,0
20508,,,0,0
20509,31.0,0.0,0,0
20510,,,0,0
20511,235.0,204.0,0,0
20512,-56.0,0.0,0,0
20513,-88.0,27.0,0,0
20514,2.0,622.0,0,0
20515,,,0,0
20516,-41.0,761.0,1,0
20517,6.0,14.0,0,0
20518,-6.0,119.0,1,0
20519,-70.0,61.0,1,0
20520,,,0,0
20521,,,0,0
20522,28.0,172.0,1,0
20523,-332.0,1479.0,0,1
20524,-4.0,642.0,0,0
20525,110.0,0.0,0,0
20526,69.0,141.0,0,0
20527,-77.0,1746.0,0,0
20528,-166.0,1142.0,0,0
20529,308.0,459.0,0,0
20530,614.0,0.0,0,0
20531,,,0,0
20532,,,0,0
20533,-34.0,0.0,0,0
20534,-7.0,45.0,1,0
20535,,,0,0
20536,,,0,0
20537,,,1,0
20538,18.0,57.0,0,1
20539,,,0,0
20540,-38.0,520.0,0,0
20541,-28.0,603.0,0,0
20542,,,0,0
20543,238.0,2912.0,0,0
20544,390.0,1102.0,0,0
20545,,,1,0
20546,-42.0,531.0,0,0
20547,-69.0,172.0,0,0
20548,122.0,272.0,0,0
20549,,,0,0
20550,554.0,442.0,0,0
20551,,,0,0
20552,,,0,0
20553,2376.0,352.0,0,0
20554,2376.0,352.0,0,0
20555,2519.0,1106.0,1,0
20556,17595.0,864.0,0,0
20557,,,0,0
20558,74.0,90.0,0,0
20559,-32.0,604.0,0,0
20560,,,0,1
20561,,,0,0
20562,-125.0,0.0,0,0
20563,73.0,0.0,0,0
20564,-29.0,0.0,0,0
20565,,,0,0
20566,7345.0,620.0,0,1
20567,,,0,0
20568,-112.0,0.0,0,0
20569,-379.0,116.0,0,0
20570,-61.0,183.0,1,0
20571,,,0,0
20572,1009.0,0.0,0,0
20573,-139.0,0.0,0,0
20574,-4.0,115.0,0,0
20575,,,1,0
20576,,,0,0
20577,314.0,14.0,0,0
20578,-287.0,0.0,1,0
20579,-23.0,46.0,0,0
20580,7.0,0.0,1,0
20581,58.0,139.0,0,0
20582,24.0,543.0,0,0
20583,,,0,0
20584,,,0,0
20585,,,0,0
20586,,,1,0
20587,-41.0,76.0,0,0
20588,921.0,0.0,0,0
20589,,,0,0
20590,,,0,0
20591,-38.0,38.0,0,0
20592,,,0,0
20593,-55.0,427.0,0,0
20594,2331.0,3630.0,0,0
20595,1058.0,438.0,1,0
20596,-9.0,0.0,0,0
20597,,,0,0
20598,184.0,1150.0,0,0
20599,-132.0,0.0,1,0
20600,,,0,0
20601,-76.0,765.0,0,0
20602,-19.0,285.0,1,0
20603,,,0,0
20604,15.0,81.0,0,0
20605,3565.0,15.0,0,0
20606,20.0,75.0,0,0
20607,-61.0,31.0,0,0
20608,197.0,678.0,0,0
20609,,,0,0
20610,2603.0,269.0,0,0
20611,-59.0,394.0,1,0
20612,,,0,0
20613,-85.0,82.0,0,0
20614,-583.0,3092.0,0,1
20615,,,0,0
20616,,,0,0
20617,1.0,1521.0,0,0
20618,,,0,0
20619,609.0,0.0,0,0
20620,223.0,928.0,0,0
20621,-114.0,412.0,0,0
20622,741.0,196.0,1,0
20623,,,0,0
20624,907.0,781.0,0,0
20625,-139.0,917.0,0,0
20626,-23.0,0.0,0,1
20627,,,0,0
20628,99.0,0.0,0,0
20629,-304.0,163.0,0,0
20630,-30.0,251.0,0,0
20631,,,0,0
20632,853.0,526.0,0,0
20633,,,0,0
20634,,,1,0
20635,815.0,690.0,1,0
20636,,,0,0
20637,-1.0,0.0,0,0
20638,-182.0,31.0,0,0
20639,269.0,359.0,0,0
20640,-142.0,415.0,0,0
20641,-32.0,634.0,0,0
20642,4846.0,43.0,0,0
20643,2104.0,799.0,0,0
20644,492.0,0.0,0,0
20645,317.0,0.0,0,0
20646,19.0,0.0,0,0
20647,189.0,517.0,0,0
20648,403.0,0.0,0,0
20649,,,0,0
20650,3.0,228.0,0,0
20651,,,0,0
20652,,,0,0
20653,,,0,0
20654,105.0,0.0,0,0
20655,,,0,0
20656,-507.0,1250.0,0,0
20657,2668.0,929.0,0,0
20658,,,0,0
20659,,,0,0
20660,,,0,0
20661,,,0,0
20662,1.0,19.0,0,0
20663,139.0,0.0,0,0
20664,,,0,0
20665,-33.0,101.0,0,0
20666,-95.0,678.0,0,0
20667,,,0,0
20668,36914.0,1522.0,0,0
20669,-60.0,173.0,0,0
20670,2297.0,0.0,0,0
20671,,,0,0
20672,15.0,0.0,0,0
20673,-1031.0,0.0,0,0
20674,,,0,0
20675,64.0,46.0,1,0
20676,,,0,0
20677,117.0,683.0,0,0
20678,,,0,0
20679,-100.0,578.0,0,0
20680,,,1,0
20681,,,0,0
20682,-239.0,0.0,0,0
20683,4565.0,1798.0,0,0
20684,2117.0,0.0,0,0
20685,-159.0,539.0,0,0
20686,-79.0,93.0,0,0
20687,-8.0,13.0,0,0
20688,119.0,3.0,0,0
20689,-21.0,199.0,0,0
20690,-51.0,461.0,0,1
20691,,,0,0
20692,,,0,0
20693,-62.0,258.0,0,0
20694,-668.0,994.0,0,1
20695,,,0,0
20696,,,0,0
20697,-1.0,0.0,0,0
20698,240.0,0.0,0,0
20699,,,0,0
20700,-66.0,633.0,1,0
20701,,,0,0
20702,,,0,0
20703,-40.0,40.0,0,0
20704,114.0,697.0,0,0
20705,1563.0,91.0,0,0
20706,-166.0,421.0,0,0
20707,,,0,0
20708,,,0,0
20709,6.0,38.0,0,0
20710,,,0,1
20711,,,0,0
20712,,,0,0
20713,29.0,0.0,0,0
20714,,,0,0
20715,,,0,0
20716,,,0,0
20717,,,0,0
20718,182.0,221.0,0,0
20719,913.0,1.0,0,0
20720,2000.0,875.0,0,0
20721,-52.0,268.0,0,0
20722,509.0,371.0,0,1
20723,97.0,0.0,1,0
20724,185.0,0.0,0,0
20725,-478.0,1143.0,0,0
20726,97.0,28.0,0,0
20727,1948.0,2759.0,0,1
20728,,,0,0
20729,-166.0,369.0,0,0
20730,-20.0,285.0,0,0
20731,,,0,0
20732,459.0,977.0,1,0
20733,,,0,0
20734,569.0,0.0,0,0
20735,,,0,0
20736,,,0,0
20737,,,1,0
20738,-150.0,0.0,0,0
20739,,,1,0
20740,-38.0,417.0,0,0
20741,,,0,0
20742,-98.0,194.0,0,0
20743,,,0,0
20744,,,0,0
20745,-55.0,445.0,0,0
20746,1802.0,531.0,1,0
20747,1040.0,0.0,1,0
20748,-16.0,869.0,0,0
20749,484.0,0.0,0,0
20750,-170.0,408.0,0,0
20751,,,0,0
20752,,,0,0
20753,1746.0,90.0,0,0
20754,4425.0,0.0,0,0
20755,-114.0,0.0,0,0
20756,,,0,0
20757,,,0,0
20758,-99.0,265.0,0,0
20759,-355.0,0.0,0,0
20760,-39.0,788.0,1,0
20761,237.0,929.0,1,0
20762,,,1,0
20763,2.0,84.0,1,0
20764,98.0,542.0,1,0
20765,1244.0,74.0,0,0
20766,-82.0,218.0,0,0
20767,274.0,578.0,0,0
20768,-119.0,98.0,0,0
20769,-4.0,0.0,0,0
20770,-203.0,0.0,0,0
20771,-169.0,257.0,0,0
20772,-17.0,120.0,0,0
20773,583.0,0.0,0,0
20774,,,0,0
20775,-59.0,24.0,0,0
20776,-48.0,601.0,0,0
20777,2127.0,108.0,0,0
20778,1507.0,0.0,0,1
20779,,,0,0
20780,,,1,0
20781,,,0,0
20782,-28.0,409.0,0,0
20783,,,0,0
20784,,,0,0
20785,2187.0,233.0,0,0
20786,,,0,0
20787,-568.0,2918.0,0,0
20788,16.0,28.0,0,0
20789,658.0,2765.0,0,0
20790,-8.0,0.0,0,0
20791,,,0,0
20792,622.0,0.0,0,0
20793,-168.0,0.0,0,0
20794,,,0,0
20795,,,0,0
20796,1545.0,0.0,0,0
20797,-96.0,0.0,0,0
20798,-46.0,316.0,0,0
20799,,,0,0
20800,,,0,0
20801,696.0,458.0,0,0
20802,,,1,0
20803,277.0,493.0,0,0
20804,-18.0,0.0,0,0
20805,431.0,322.0,0,0
20806,31.0,120.0,0,0
20807,-205.0,1398.0,1,1
20808,761.0,1013.0,0,0
20809,,,1,0
20810,254.0,1260.0,0,1
20811,73.0,97.0,0,0
20812,,,0,0
20813,-184.0,10.0,0,0
20814,-63.0,-60.0,0,0
20815,65.0,3635.0,0,0
20816,,,0,0
20817,-26.0,36.0,1,0
20818,8.0,0.0,0,0
20819,-84.0,169.0,0,0
20820,8006.0,153.0,0,0
20821,-719.0,0.0,0,0
20822,,,0,0
20823,654.0,1463.0,0,0
20824,-65.0,0.0,0,0
20825,15.0,0.0,0,0
20826,333.0,0.0,0,0
20827,1008.0,622.0,0,0
20828,327.0,1.0,0,0
20829,-226.0,151.0,0,0
20830,,,0,0
20831,980.0,0.0,0,1
20832,,,0,0
20833,,,0,0
20834,-35.0,18.0,1,0
20835,,,0,0
20836,-257.0,0.0,0,0
20837,441.0,0.0,0,0
20838,-477.0,0.0,0,0
20839,-48.0,2502.0,0,0
20840,190.0,1715.0,0,0
20841,239.0,0.0,0,0
20842,337.0,0.0,0,0
20843,,,0,0
20844,,,0,0
20845,,,0,0
20846,2952.0,144.0,0,0
20847,,,0,0
20848,38.0,30.0,0,0
20849,277.0,22.0,0,0
20850,740.0,1521.0,0,1
20851,-257.0,447.0,0,0
20852,-20.0,0.0,0,0
20853,-24.0,0.0,0,0
20854,131.0,232.0,0,0
20855,-125.0,115.0,0,0
20856,,,0,0
20857,2415.0,1034.0,1,0
20858,428.0,0.0,1,0
20859,,,0,0
20860,228.0,67.0,0,0
20861,,,0,0
20862,,,0,0
20863,,,0,0
20864,378.0,0.0,0,0
20865,46.0,271.0,0,0
20866,1298.0,0.0,1,0
20867,-84.0,0.0,0,0
20868,,,1,0
20869,112.0,0.0,0,0
20870,-1.0,0.0,0,0
20871,117.0,237.0,0,0
20872,425.0,835.0,1,0
20873,178.0,1216.0,0,0
20874,143.0,162.0,0,0
20875,-41.0,26.0,0,0
20876,,,0,0
20877,,,0,0
20878,-13.0,344.0,0,0
20879,,,1,0
20880,31.0,89.0,0,0
20881,,,0,0
20882,510.0,190.0,1,0
20883,4.0,285.0,1,0
20884,380.0,969.0,1,0
20885,,,0,0
20886,-6.0,95.0,0,0
20887,551.0,574.0,0,0
20888,144.0,2519.0,0,0
20889,270.0,76.0,1,0
20890,,,0,0
20891,,,0,0
20892,-75.0,665.0,0,0
20893,1058.0,420.0,1,0
20894,,,0,0
20895,,,0,0
20896,105.0,87.0,0,0
20897,319.0,292.0,0,0
20898,,,0,0
20899,,,0,0
20900,-1.0,30.0,0,0
20901,184.0,135.0,0,0
20902,-119.0,0.0,0,0
20903,668.0,331.0,0,0
20904,-16.0,93.0,0,0
20905,443.0,0.0,0,0
20906,,,0,0
20907,-143.0,493.0,0,0
20908,,,0,0
20909,-63.0,475.0,1,0
20910,818.0,0.0,0,0
20911,,,0,0
20912,-266.0,0.0,0,0
20913,-91.0,3301.0,1,0
20914,219.0,388.0,0,0
20915,,,0,0
20916,-109.0,372.0,0,0
20917,154.0,448.0,0,0
20918,,,0,0
20919,,,0,0
20920,791.0,132.0,0,0
20921,,,0,0
20922,5.0,73.0,0,0
20923,985.0,278.0,0,0
20924,,,0,0
20925,-192.0,181.0,1,0
20926,,,0,0
20927,-73.0,0.0,0,1
20928,,,0,0
20929,,,0,1
20930,112.0,0.0,0,0
20931,,,0,0
20932,,,0,0
20933,-81.0,366.0,0,0
20934,,,0,0
20935,-48.0,997.0,0,0
20936,137.0,1433.0,0,0
20937,,,0,0
20938,,,0,0
20939,30.0,173.0,0,0
20940,-36.0,216.0,0,0
20941,-125.0,148.0,0,0
20942,731.0,0.0,0,0
20943,2701.0,69.0,0,0
20944,,,0,0
20945,-60.0,19.0,0,0
20946,-76.0,0.0,0,0
20947,,,0,0
20948,-33.0,226.0,0,0
20949,7095.0,6384.0,0,0
20950,-68.0,0.0,0,0
20951,548.0,264.0,0,0
20952,963.0,31.0,0,0
20953,,,0,0
20954,,,0,0
20955,-291.0,1604.0,0,0
20956,-123.0,151.0,0,0
20957,15702.0,758.0,1,0
20958,,,0,0
20959,534.0,644.0,0,0
20960,0.0,0.0,0,0
20961,121.0,118.0,0,0
20962,,,1,0
20963,,,0,0
20964,,,0,0
20965,11.0,173.0,0,0
20966,,,0,0
20967,-51.0,159.0,0,0
20968,-90.0,0.0,0,0
20969,,,0,0
20970,,,0,0
20971,,,0,0
20972,-10.0,0.0,0,0
20973,-225.0,131.0,0,0
20974,-63.0,219.0,0,0
20975,352.0,214.0,0,0
20976,,,0,0
20977,,,0,0
20978,,,0,0
20979,61.0,556.0,0,0
20980,426.0,1608.0,0,0
20981,1382.0,1246.0,0,0
20982,,,0,0
20983,500.0,0.0,0,0
20984,105.0,0.0,0,0
20985,-21.0,1742.0,0,0
20986,201.0,0.0,1,0
20987,201.0,0.0,1,0
20988,85.0,442.0,0,1
20989,2416.0,542.0,1,1
20990,13634.0,1020.0,1,1
20991,29.0,0.0,1,0
20992,1.0,27.0,0,0
20993,,,0,0
20994,,,1,0
20995,-16.0,164.0,1,0
20996,,,0,0
20997,6.0,0.0,1,0
20998,305.0,0.0,0,0
20999,-56.0,382.0,0,0
21000,101.0,300.0,0,0
21001,,,1,0
21002,378.0,0.0,0,0
21003,-170.0,333.0,0,0
21004,152.0,0.0,0,0
21005,,,1,0
21006,202.0,0.0,0,0
21007,,,0,0
21008,11.0,382.0,1,0
21009,122.0,0.0,0,0
21010,-8.0,6276.0,0,0
21011,,,0,0
21012,,,0,0
21013,1806.0,1290.0,0,0
21014,-53.0,1267.0,0,0
21015,1340.0,1496.0,0,0
21016,,,1,0
21017,165.0,0.0,0,0
21018,-102.0,0.0,0,0
21019,,,0,0
21020,18.0,0.0,0,0
21021,-48.0,1211.0,0,0
21022,-39.0,261.0,1,0
21023,-82.0,0.0,0,0
21024,3898.0,1263.0,1,0
21025,-300.0,101.0,0,0
21026,-237.0,58.0,0,0
21027,-71.0,0.0,0,0
21028,46.0,632.0,0,0
21029,1484.0,174.0,0,0
21030,-4.0,102.0,0,0
21031,,,1,0
21032,,,0,0
21033,13830.0,605.0,0,1
21034,,,0,0
21035,103.0,1.0,0,0
21036,-372.0,477.0,0,0
21037,,,0,0
21038,-56.0,351.0,0,0
21039,,,0,0
21040,144.0,573.0,0,0
21041,,,1,0
21042,-11.0,838.0,0,0
21043,,,0,0
21044,,,0,0
21045,,,1,0
21046,,,0,0
21047,-334.0,1615.0,0,0
21048,-124.0,792.0,0,0
21049,397.0,32.0,1,0
21050,2068.0,0.0,0,0
21051,-149.0,158.0,1,0
21052,,,0,0
21053,-78.0,719.0,0,0
21054,,,1,0
21055,-78.0,39.0,1,0
21056,,,0,0
21057,-317.0,1526.0,0,0
21058,,,1,0
21059,,,1,0
21060,-228.0,172.0,1,0
21061,,,0,0
21062,98.0,38.0,1,0
21063,,,0,0
21064,,,0,0
21065,-64.0,76.0,1,0
21066,-41.0,0.0,0,0
21067,59.0,0.0,0,0
21068,,,0,0
21069,1285.0,883.0,0,0
